Element Name;Layer;Composition;Ratio;Component Name;Application;Lifetime;Thickness
EW_Frame_steel_LIB_New_04;C2;a;1;U-Profile | Galvanised steel (40 mm - c.t.c. 600 mm) | Screwed;Wall - external finish | Support structure;30;0.04
EW_Frame_steel_LIB_New_04;C3;a;1;Proofing sheet | PE (0.22 mm) | Stapled;Wall - external finish | Water barrier;60;0.00022
EW_Frame_steel_LIB_New_04;C4;a;1;Blanket | Stone wool (120 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.12
EW_Frame_steel_LIB_New_04;C5;a;1;Profiled plate | Steel (11 mm) | Screwed;Wall - external finish | Infrastructure;60;0.011
EW_Frame_steel_LIB_New_04;C6;a;0.015;Frame | Steel (140 mm) | Screwed;External wall - loadbearing | Primary part;60;0.14
EW_Frame_steel_LIB_New_04;C6;b;0.985;Not ventilated cavity | Air layer (140 mm) | 25 ≤ t ≤ 300 mm;External wall - loadbearing | Air cavity;60;0.14
EW_Frame_steel_LIB_New_04;C7;a;1;Profiles | Steel (32 mm) | Screwed;Wall - internal finish | Support structure;30;0.032
EW_Frame_steel_LIB_New_04;C8;a;1;Board | Wood fibre (18 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.018
EW_Frame_steel_LIB_New_04;C9;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
EW_Frame_steel_LIB_New_05;C1;a;1;Plate | Aluminium (1.8 mm) | Screwed;Wall - external finish | Cladding;40;0.02
EW_Frame_steel_LIB_New_05;C2;a;1;L-Profile | Aluminium (40 mm - c.t.c. 600 mm) | Screwed | For zinc plate;Wall - external finish | Support structure;30;0.04
EW_Frame_steel_LIB_New_05;C3;a;1;Proofing sheet | PE (0.22 mm) | Stapled;Wall - external finish | Water barrier;60;0.00022
EW_Frame_steel_LIB_New_05;C4;a;1;Board | PUR - aluminium facer (100 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.1
EW_Frame_steel_LIB_New_05;C5;a;1;Profiled plate | Steel (11 mm) | Screwed;Wall - external finish | Infrastructure;60;0.011
EW_Frame_steel_LIB_New_05;C6;a;0.015;Frame | Steel (140 mm) | Screwed;External wall - loadbearing | Primary part;60;0.14
EW_Frame_steel_LIB_New_05;C6;b;0.985;Not ventilated cavity | Air layer (140 mm) | 25 ≤ t ≤ 300 mm;External wall - loadbearing | Air cavity;60;0.14
EW_Frame_steel_LIB_New_05;C7;a;1;Profiles | Steel (32 mm) | Screwed;Wall - internal finish | Support structure;30;0.032
EW_Frame_steel_LIB_New_05;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
EW_Frame_steel_LIB_New_05;C9;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Frame_steel_LIB_New_06;C1;a;1;Corrugated sheet | Fibre cement (6.5 mm) | Screwed;Wall - external finish | Cladding;30;0.0065
EW_Frame_steel_LIB_New_06;C2;a;1;U-Profile | Galvanised steel (40 mm - c.t.c. 600 mm) | Screwed;Wall - external finish | Support structure;30;0.04
EW_Frame_steel_LIB_New_06;C3;a;1;Proofing sheet | PE (0.22 mm) | Stapled;Wall - external finish | Water barrier;60;0.00022
EW_Frame_steel_LIB_New_06;C4;a;1;Board | Wood fibre (190 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.19
EW_Frame_steel_LIB_New_06;C5;a;1;Profiled plate | Steel (11 mm) | Screwed;Wall - external finish | Infrastructure;60;0.011
EW_Frame_steel_LIB_New_06;C6;a;0.015;Frame | Steel (140 mm) | Screwed;External wall - loadbearing | Primary part;60;0.14
EW_Frame_steel_LIB_New_06;C6;b;0.985;Not ventilated cavity | Air layer (140 mm) | 25 ≤ t ≤ 300 mm;External wall - loadbearing | Air cavity;60;0.14
EW_Frame_steel_LIB_New_06;C7;a;1;Profiles | Steel (32 mm) | Screwed;Wall - internal finish | Support structure;30;0.032
EW_Frame_steel_LIB_New_06;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
EW_Frame_steel_LIB_New_06;C9;a;1;Rigid tiles | Glazed ceramic (200x200x9 mm) | Glued | On board or directly on brickwork;Wall - internal finish | Cladding;40;0.009
EW_Frame_steel_LIB_New_07;C1;a;1;Sandwich panel | Steel (0.5 mm) - PUR - Aluminium facer (60 mm);Wall - external finish | Cladding;60;0.0605
EW_Frame_steel_LIB_New_07;C2;a;1;Profiled plate | Steel (11 mm) | Screwed;Wall - external finish | Infrastructure;60;0.011
EW_Frame_steel_LIB_New_07;C3;a;0.015;Frame | Steel (140 mm) | Screwed;External wall - loadbearing | Primary part;60;0.14
EW_Frame_steel_LIB_New_07;C3;b;0.985;Not ventilated cavity | Air layer (140 mm) | 25 ≤ t ≤ 300 mm;External wall - loadbearing | Air cavity;60;0.14
EW_Frame_steel_LIB_New_07;C4;a;1;Proofing sheet | PP - PE (0.22 mm) | Taped;Wall - internal finish | Vapour barrier;60;0.00022
EW_Frame_steel_LIB_New_07;C5;a;1;Profiles | Steel (32 mm) | Screwed;Wall - internal finish | Support structure;30;0.032
EW_Frame_steel_LIB_New_07;C6;a;1;Board | Gypsum fibre (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
EW_Frame_steel_LIB_New_07;C7;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Frame_steel_LIB_New_08;C1;a;1;Sandwich panel | Steel (2x 0.6 mm) - Stone wool (180 mm) | Screwed;Wall - external finish | Cladding;60;0.1812
EW_Frame_steel_LIB_New_08;C2;a;0.015;Frame | Steel (140 mm) | Screwed;External wall - loadbearing | Primary part;60;0.14
EW_Frame_steel_LIB_New_08;C2;b;0.985;Not ventilated cavity | Air layer (140 mm) | 25 ≤ t ≤ 300 mm;External wall - loadbearing | Air cavity;60;0.14
EW_Frame_steel_LIB_New_08;C3;a;1;Profiles | Steel (32 mm) | Screwed;Wall - internal finish | Support structure;30;0.032
EW_Frame_steel_LIB_New_08;C4;a;1;Board | Fibre cement (12 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.012
EW_Frame_steel_LIB_New_08;C5;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow blocks - Cast in situ filling_Concrete_LIB_New_01;C1;a;1;Bricks | Fired clay (210x100x65 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.1
EW_Hollow blocks - Cast in situ filling_Concrete_LIB_New_01;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow blocks - Cast in situ filling_Concrete_LIB_New_01;C3;a;1;Cavity ties | Steel (210 mm - Ø 4 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks - Cast in situ filling_Concrete_LIB_New_01;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks - Cast in situ filling_Concrete_LIB_New_01;C5;a;1;Board | PUR - aluminium facer (90 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.09
EW_Hollow blocks - Cast in situ filling_Concrete_LIB_New_01;C6;a;1;Hollow blocks - Cast in situ filling | Concrete (600x200x150 mm);External wall - loadbearing | Primary part;60;0.15
EW_Hollow blocks - Cast in situ filling_Concrete_LIB_New_01;C7;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
EW_Hollow blocks - Cast in situ filling_Concrete_LIB_New_01;C8;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow blocks_Concrete_LIB_New_;C1;a;1;Bricks | Fired clay (188x88x48 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.088
EW_Hollow blocks_Concrete_LIB_New_;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow blocks_Concrete_LIB_New_;C3;a;1;Cavity ties | Steel (210 mm - Ø 4 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_;C5;a;1;Blanket | Stone wool (100 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.1
EW_Hollow blocks_Concrete_LIB_New_;C6;a;1;Blanket | Stone wool (120 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.12
EW_Hollow blocks_Concrete_LIB_New_;C7;a;1;Hollow blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.14
EW_Hollow blocks_Concrete_LIB_New_;C8;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
EW_Hollow blocks_Concrete_LIB_New_;C9;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow blocks_Concrete_LIB_New_;C1;a;1;Bricks | Fired clay (188x88x48 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.088
EW_Hollow blocks_Concrete_LIB_New_;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow blocks_Concrete_LIB_New_;C3;a;1;Cavity ties | Steel (210 mm - Ø 4 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_;C5;a;1;Board | PUR - aluminium facer (160 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.16
EW_Hollow blocks_Concrete_LIB_New_;C6;a;1;Hollow blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.14
EW_Hollow blocks_Concrete_LIB_New_;C7;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
EW_Hollow blocks_Concrete_LIB_New_;C8;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow blocks_Concrete_LIB_New_01;C1;a;1;Bricks | Fired clay (188x88x48 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.088
EW_Hollow blocks_Concrete_LIB_New_01;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow blocks_Concrete_LIB_New_01;C3;a;1;Cavity ties | Steel (180 mm - Ø 3.5 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_01;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_01;C5;a;1;Blanket | Stone wool (130 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.13
EW_Hollow blocks_Concrete_LIB_New_01;C6;a;1;Hollow blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.14
EW_Hollow blocks_Concrete_LIB_New_01;C7;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
EW_Hollow blocks_Concrete_LIB_New_01;C8;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow blocks_Concrete_LIB_New_02;C1;a;1;Bricks | Fired clay (188x88x48 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.088
EW_Hollow blocks_Concrete_LIB_New_02;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow blocks_Concrete_LIB_New_02;C3;a;1;Cavity ties | Steel (180 mm - Ø 3.5 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_02;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_02;C5;a;1;Board | PUR - aluminium facer (90 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.09
EW_Hollow blocks_Concrete_LIB_New_02;C6;a;1;Hollow blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.14
EW_Hollow blocks_Concrete_LIB_New_02;C7;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
EW_Hollow blocks_Concrete_LIB_New_02;C8;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow blocks_Concrete_LIB_New_03;C1;a;1;Blocks | Concrete (190x90x90 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.09
EW_Hollow blocks_Concrete_LIB_New_03;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow blocks_Concrete_LIB_New_03;C3;a;1;Cavity ties | Steel (180 mm - Ø 3.5 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_03;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_03;C5;a;1;Board | PUR - aluminium facer (90 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.09
EW_Hollow blocks_Concrete_LIB_New_03;C6;a;1;Hollow blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.14
EW_Hollow blocks_Concrete_LIB_New_03;C7;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
EW_Hollow blocks_Concrete_LIB_New_03;C8;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow blocks_Concrete_LIB_New_04;C1;a;1;Blocks | Concrete (190x90x90 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.09
EW_Hollow blocks_Concrete_LIB_New_04;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow blocks_Concrete_LIB_New_04;C3;a;1;Cavity ties | Steel (180 mm - Ø 3.5 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow blocks_Concrete_LIB_New_04;C4;a;1;Board | Wood fibre (18 mm) | Screwed;Wall - external finish | Support structure;60;0.018
EW_Hollow blocks_Concrete_LIB_New_04;C5;a;0.06;Battens | Softwood (38x150 mm - c.t.c. 600 mm) | Screwed | Untreated | Belgian mix | For between insulation;Wall - external finish | Support structure;60;0.15
EW_Hollow blocks_Concrete_LIB_New_04;C5;b;0.94;Flakes | Cellulose (150 mm) | For between battens | Blown on site;Wall - external finish | Thermal insulation;60;0.15
EW_Hollow blocks_Concrete_LIB_New_04;C6;a;1;Hollow blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.14
EW_Hollow blocks_Concrete_LIB_New_04;C7;a;1;Rigid tiles | Limestone (600x150x15 mm) | Glued | Imported;Wall - internal finish | Cladding;40;0.025
EW_Hollow blocks_Concrete_LIB_New_05;C1;a;1;Strips | Fired clay (188x22x48 mm) | Glued;Wall - external finish | Cladding;60;0.022
EW_Hollow blocks_Concrete_LIB_New_05;C2;a;1;Thick coating | Reinforced base plaster (6 mm) | To be combined with strips or tiles;Wall - external finish | Support structure;60;0.006
EW_Hollow blocks_Concrete_LIB_New_05;C3;a;1;Board | XPS (140 mm) | Glued and fixed with plugs | To be combined with strips or tiles;Wall - external finish | Thermal insulation;60;0.14
EW_Hollow blocks_Concrete_LIB_New_05;C4;a;1;Hollow blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.14
EW_Hollow blocks_Concrete_LIB_New_05;C5;a;1;Rigid tiles | Glazed ceramic (200x200x9 mm) | Glued | On board or directly on brickwork;Wall - internal finish | Cladding;40;0.009
EW_Hollow blocks_Expanded clay_LIB_New_01;C1;a;1;Thick coating | Traditional plaster (7 mm);Wall - external finish | Cladding;40;0.007
EW_Hollow blocks_Expanded clay_LIB_New_01;C2;a;1;Board | Resol - glass fibre facer (90 mm) | Glued and fixed with plugs | To be plastered;Wall - external finish | Thermal insulation;40;0.09
EW_Hollow blocks_Expanded clay_LIB_New_01;C3;a;1;Hollow blocks | Expanded clay (390x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.14
EW_Hollow blocks_Expanded clay_LIB_New_01;C4;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
EW_Hollow blocks_Expanded clay_LIB_New_01;C5;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
EW_Hollow blocks_Expanded clay_LIB_New_01;C6;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow bricks_Fired clay_LIB_New_01;C1;a;1;Bricks | Fired clay (188x88x48 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.088
EW_Hollow bricks_Fired clay_LIB_New_01;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow bricks_Fired clay_LIB_New_01;C3;a;1;Cavity ties | Steel (180 mm - Ø 3.5 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow bricks_Fired clay_LIB_New_01;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow bricks_Fired clay_LIB_New_01;C5;a;1;Blanket | Glass wool (130 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.13
EW_Hollow bricks_Fired clay_LIB_New_01;C6;a;1;Hollow bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.138
EW_Hollow bricks_Fired clay_LIB_New_01;C7;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
EW_Hollow bricks_Fired clay_LIB_New_01;C8;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow bricks_Fired clay_LIB_New_02;C1;a;1;Bricks | Fired clay (210x65x50 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.065
EW_Hollow bricks_Fired clay_LIB_New_02;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_Hollow bricks_Fired clay_LIB_New_02;C3;a;1;Cavity ties | Steel (210 mm - Ø 4 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow bricks_Fired clay_LIB_New_02;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_Hollow bricks_Fired clay_LIB_New_02;C5;a;1;Board | EPS (150 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.15
EW_Hollow bricks_Fired clay_LIB_New_02;C6;a;1;Hollow bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;60;0.138
EW_Hollow bricks_Fired clay_LIB_New_02;C7;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
EW_Hollow bricks_Fired clay_LIB_New_02;C8;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
EW_Hollow bricks_Fired clay_LIB_New_03;C1;a;1;Film coating | Acrylic paint | On brickwork;Wall - external finish | Treatment of cladding;10;0.000075
